,id,location,fault_severity,severity_type,resource_type,log_feature,volume,event_type
5675,12903,location 472,0,severity_type 1,resource_type 2,feature 227,1,event_type 11
5676,16050,location 472,0,severity_type 2,resource_type 2,feature 232,1,event_type 35
5677,11373,location 175,1,severity_type 2,resource_type 2,feature 312,1,event_type 35
5678,12112,location 1019,0,severity_type 2,resource_type 8,feature 82,6,event_type 15
5679,10774,location 89,1,severity_type 2,resource_type 2,feature 312,1,event_type 34
5680,8879,location 155,0,severity_type 2,resource_type 2,feature 232,14,event_type 35
5681,3167,location 856,1,severity_type 1,resource_type 8,feature 68,1,event_type 11
5682,8294,location 1107,0,severity_type 1,resource_type 8,feature 193,2,event_type 11
5683,2546,location 901,0,severity_type 1,resource_type 2,feature 135,1,event_type 21
5684,12953,location 704,0,severity_type 2,resource_type 8,feature 82,5,event_type 15
5685,11844,location 503,0,severity_type 1,resource_type 2,feature 220,1,event_type 35
5686,10729,location 976,2,severity_type 2,resource_type 8,feature 82,10,event_type 15
5687,4946,location 215,1,severity_type 1,resource_type 2,feature 135,1,event_type 21
5688,16620,location 744,1,severity_type 1,resource_type 8,feature 190,2,event_type 11
5689,13537,location 938,0,severity_type 1,resource_type 8,feature 167,2,event_type 11
5690,6168,location 924,0,severity_type 1,resource_type 6,feature 254,1,event_type 18
5691,14026,location 172,1,severity_type 2,resource_type 2,feature 312,1,event_type 34
5692,10698,location 607,0,severity_type 1,resource_type 4,feature 10,6,event_type 14
5693,5378,location 292,0,severity_type 4,resource_type 2,feature 313,1,event_type 35
5694,5,location 460,0,severity_type 2,resource_type 2,feature 312,11,event_type 34
5695,14891,location 541,1,severity_type 1,resource_type 2,feature 134,1,event_type 20
5696,6981,location 86,2,severity_type 1,resource_type 5,feature 297,1,event_type 39
5697,1724,location 534,0,severity_type 5,resource_type 3,feature 153,2,event_type 10
5698,1657,location 496,0,severity_type 2,resource_type 2,feature 314,20,event_type 34
5699,8582,location 807,1,severity_type 4,resource_type 8,feature 279,1,event_type 31
5700,1540,location 1084,1,severity_type 1,resource_type 8,feature 68,1,event_type 11
5701,5901,location 1054,0,severity_type 1,resource_type 2,feature 239,1,event_type 24
5702,4475,location 365,1,severity_type 2,resource_type 2,feature 312,1,event_type 35
5703,3258,location 989,2,severity_type 1,resource_type 8,feature 170,6,event_type 11
5704,12926,location 648,2,severity_type 1,resource_type 8,feature 118,2,event_type 14
5705,10488,location 124,0,severity_type 2,resource_type 2,feature 233,3,event_type 35
5706,2398,location 126,0,severity_type 2,resource_type 2,feature 312,5,event_type 34
5707,13671,location 529,0,severity_type 2,resource_type 2,feature 312,1,event_type 34
5708,7870,location 298,0,severity_type 2,resource_type 2,feature 232,2,event_type 34
5709,17269,location 734,2,severity_type 1,resource_type 8,feature 82,15,event_type 11
5710,4399,location 95,0,severity_type 2,resource_type 2,feature 307,2,event_type 35
5711,5000,location 7,0,severity_type 1,resource_type 8,feature 202,3,event_type 11
5712,15637,location 493,0,severity_type 2,resource_type 2,feature 312,1,event_type 34
5713,3190,location 929,0,severity_type 1,resource_type 2,feature 134,2,event_type 20
5714,4335,location 917,1,severity_type 1,resource_type 8,feature 170,2,event_type 11
5715,18231,location 90,0,severity_type 2,resource_type 2,feature 312,1,event_type 34
5716,15934,location 803,0,severity_type 1,resource_type 8,feature 170,3,event_type 11
5717,14497,location 280,0,severity_type 2,resource_type 2,feature 235,1,event_type 34
5718,1352,location 618,1,severity_type 1,resource_type 8,feature 162,1,event_type 11
5719,17013,location 466,0,severity_type 2,resource_type 2,feature 234,5,event_type 35
5720,6556,location 471,0,severity_type 2,resource_type 2,feature 313,1,event_type 34
5721,7683,location 501,0,severity_type 2,resource_type 2,feature 94,1,event_type 35
5722,16627,location 976,2,severity_type 1,resource_type 8,feature 201,16,event_type 11
5723,1177,location 704,2,severity_type 2,resource_type 8,feature 203,11,event_type 15
5724,8506,location 1061,1,severity_type 2,resource_type 8,feature 80,9,event_type 15
5725,14603,location 1075,2,severity_type 2,resource_type 8,feature 203,10,event_type 15
5726,10191,location 892,1,severity_type 1,resource_type 2,feature 291,2,event_type 42
5727,15972,location 242,0,severity_type 2,resource_type 2,feature 234,1,event_type 34
5728,12244,location 1062,0,severity_type 2,resource_type 8,feature 74,1,event_type 11
5729,1019,location 464,0,severity_type 2,resource_type 2,feature 232,2,event_type 34
5730,6029,location 756,0,severity_type 1,resource_type 8,feature 54,1,event_type 11
5731,16873,location 995,2,severity_type 2,resource_type 8,feature 193,2,event_type 15
5732,16845,location 1052,1,severity_type 1,resource_type 8,feature 203,2,event_type 11
5733,15837,location 169,0,severity_type 4,resource_type 2,feature 312,1,event_type 35
5734,17772,location 257,1,severity_type 1,resource_type 8,feature 237,1,event_type 11
5735,17763,location 183,0,severity_type 4,resource_type 2,feature 310,1,event_type 35
5736,16444,location 481,2,severity_type 1,resource_type 8,feature 61,1,event_type 11
5737,14572,location 998,1,severity_type 1,resource_type 8,feature 85,1,event_type 11
5738,15632,location 181,1,severity_type 2,resource_type 2,feature 315,1,event_type 34
5739,14160,location 91,0,severity_type 2,resource_type 2,feature 232,2,event_type 35
5740,257,location 1099,0,severity_type 1,resource_type 8,feature 202,4,event_type 11
5741,14539,location 854,0,severity_type 1,resource_type 8,feature 170,4,event_type 11
5742,14559,location 118,0,severity_type 1,resource_type 2,feature 307,1,event_type 34
5743,12472,location 107,0,severity_type 1,resource_type 2,feature 134,1,event_type 34
5744,14370,location 1075,0,severity_type 2,resource_type 8,feature 82,8,event_type 15
5745,11421,location 885,1,severity_type 1,resource_type 8,feature 191,1,event_type 20
5746,12378,location 794,0,severity_type 1,resource_type 8,feature 163,2,event_type 11
5747,17558,location 419,0,severity_type 4,resource_type 2,feature 94,1,event_type 35
5748,4583,location 1052,0,severity_type 2,resource_type 8,feature 201,1,event_type 15
5749,7316,location 886,0,severity_type 2,resource_type 8,feature 68,1,event_type 11
5750,8817,location 798,0,severity_type 2,resource_type 8,feature 82,20,event_type 15
5751,13353,location 1026,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
5752,5804,location 671,0,severity_type 1,resource_type 8,feature 171,2,event_type 11
5753,16679,location 830,1,severity_type 1,resource_type 8,feature 209,1,event_type 11
5754,13546,location 395,1,severity_type 1,resource_type 2,feature 211,1,event_type 35
5755,1810,location 102,0,severity_type 2,resource_type 2,feature 308,1,event_type 35
5756,5707,location 921,2,severity_type 2,resource_type 8,feature 82,16,event_type 15
5757,6258,location 735,0,severity_type 1,resource_type 8,feature 191,2,event_type 11
5758,12384,location 14,0,severity_type 1,resource_type 8,feature 55,5,event_type 11
5759,1910,location 403,1,severity_type 2,resource_type 2,feature 232,1,event_type 34
5760,4658,location 1019,0,severity_type 1,resource_type 8,feature 74,6,event_type 11
5761,3499,location 849,0,severity_type 1,resource_type 8,feature 195,2,event_type 11
5762,7306,location 149,0,severity_type 2,resource_type 2,feature 307,1,event_type 35
5763,29,location 505,0,severity_type 2,resource_type 2,feature 312,78,event_type 34
5764,8126,location 633,0,severity_type 1,resource_type 2,feature 219,1,event_type 20
5765,6284,location 714,1,severity_type 1,resource_type 2,feature 90,1,event_type 14
5766,2842,location 1030,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
5767,9782,location 1024,0,severity_type 1,resource_type 8,feature 195,31,event_type 11
5768,5438,location 475,0,severity_type 2,resource_type 2,feature 234,31,event_type 35
5769,4692,location 375,0,severity_type 2,resource_type 2,feature 233,12,event_type 34
5770,9458,location 242,0,severity_type 2,resource_type 2,feature 232,3,event_type 34
5771,7700,location 126,0,severity_type 2,resource_type 2,feature 235,4,event_type 35
5772,8904,location 244,0,severity_type 2,resource_type 2,feature 312,21,event_type 35
5773,7594,location 1086,2,severity_type 2,resource_type 8,feature 203,43,event_type 15
5774,5488,location 816,1,severity_type 1,resource_type 4,feature 162,3,event_type 40
5775,5753,location 639,0,severity_type 4,resource_type 2,feature 374,3,event_type 50
5776,8108,location 114,0,severity_type 2,resource_type 2,feature 312,1,event_type 35
5777,3711,location 378,0,severity_type 2,resource_type 2,feature 312,4,event_type 35
5778,13717,location 796,1,severity_type 1,resource_type 2,feature 220,1,event_type 21
5779,17678,location 488,0,severity_type 2,resource_type 2,feature 312,3,event_type 35
5780,1828,location 664,0,severity_type 1,resource_type 8,feature 55,1,event_type 11
5781,13212,location 769,2,severity_type 1,resource_type 8,feature 68,1,event_type 11
5782,14622,location 480,0,severity_type 2,resource_type 2,feature 310,32,event_type 34
5783,16069,location 161,0,severity_type 2,resource_type 2,feature 232,3,event_type 34
5784,8476,location 632,0,severity_type 1,resource_type 8,feature 68,1,event_type 11
5785,6629,location 1100,1,severity_type 2,resource_type 8,feature 203,7,event_type 15
5786,7084,location 845,1,severity_type 2,resource_type 8,feature 203,3,event_type 15
5787,212,location 665,0,severity_type 1,resource_type 8,feature 171,2,event_type 11
5788,10456,location 1050,0,severity_type 2,resource_type 8,feature 75,1,event_type 11
5789,16547,location 373,0,severity_type 4,resource_type 2,feature 312,1,event_type 35
5790,1402,location 214,0,severity_type 2,resource_type 8,feature 307,1,event_type 35
5791,9758,location 798,2,severity_type 2,resource_type 8,feature 82,24,event_type 15
5792,12232,location 1052,2,severity_type 1,resource_type 8,feature 82,4,event_type 15
5793,12016,location 480,0,severity_type 2,resource_type 2,feature 228,25,event_type 34
5794,9170,location 467,0,severity_type 2,resource_type 2,feature 307,1,event_type 35
5795,12985,location 533,0,severity_type 1,resource_type 3,feature 171,3,event_type 11
5796,259,location 282,0,severity_type 4,resource_type 2,feature 312,1,event_type 35
5797,1709,location 1081,0,severity_type 1,resource_type 8,feature 167,2,event_type 15
5798,12936,location 894,1,severity_type 1,resource_type 2,feature 290,12,event_type 42
5799,7752,location 944,1,severity_type 1,resource_type 8,feature 170,4,event_type 11
5800,9303,location 931,2,severity_type 1,resource_type 1,feature 203,3,event_type 11
5801,15461,location 769,0,severity_type 4,resource_type 8,feature 54,3,event_type 11
5802,15786,location 44,0,severity_type 3,resource_type 2,feature 366,2,event_type 25
5803,13366,location 415,1,severity_type 4,resource_type 2,feature 312,1,event_type 35
5804,13067,location 1011,2,severity_type 1,resource_type 8,feature 74,6,event_type 11
5805,2641,location 481,0,severity_type 2,resource_type 2,feature 310,6,event_type 35
5806,7632,location 808,0,severity_type 1,resource_type 8,feature 71,3,event_type 15
5807,15645,location 706,1,severity_type 1,resource_type 8,feature 170,2,event_type 11
5808,9278,location 95,0,severity_type 2,resource_type 2,feature 233,1,event_type 35
5809,5961,location 1008,2,severity_type 2,resource_type 8,feature 80,8,event_type 15
5810,1005,location 1118,0,severity_type 1,resource_type 8,feature 170,1,event_type 11
5811,3927,location 834,2,severity_type 1,resource_type 8,feature 82,18,event_type 15
5812,17822,location 625,1,severity_type 1,resource_type 2,feature 171,1,event_type 11
5813,1777,location 506,0,severity_type 2,resource_type 2,feature 312,108,event_type 34
5814,1529,location 714,1,severity_type 2,resource_type 8,feature 170,1,event_type 11
5815,1236,location 948,1,severity_type 1,resource_type 8,feature 163,2,event_type 11
5816,9708,location 344,0,severity_type 2,resource_type 2,feature 232,9,event_type 34
5817,12431,location 471,0,severity_type 2,resource_type 2,feature 312,78,event_type 35
5818,16255,location 1075,1,severity_type 2,resource_type 8,feature 82,12,event_type 15
5819,17033,location 1025,1,severity_type 1,resource_type 8,feature 74,1,event_type 11
5820,4512,location 878,0,severity_type 1,resource_type 8,feature 68,1,event_type 11
5821,2743,location 1101,0,severity_type 1,resource_type 8,feature 201,1,event_type 11
5822,4064,location 147,1,severity_type 2,resource_type 2,feature 233,1,event_type 35
5823,7182,location 126,0,severity_type 2,resource_type 2,feature 315,1,event_type 35
5824,3880,location 972,0,severity_type 1,resource_type 8,feature 54,1,event_type 11
5825,14465,location 365,0,severity_type 4,resource_type 2,feature 312,2,event_type 35
5826,2748,location 206,1,severity_type 1,resource_type 2,feature 301,2,event_type 35
5827,4844,location 380,0,severity_type 1,resource_type 2,feature 312,6,event_type 20
5828,11338,location 6,1,severity_type 1,resource_type 2,feature 134,1,event_type 20
5829,9865,location 380,0,severity_type 2,resource_type 2,feature 232,3,event_type 34
5830,13547,location 921,2,severity_type 2,resource_type 8,feature 82,12,event_type 15
5831,18234,location 414,1,severity_type 2,resource_type 2,feature 312,1,event_type 34
5832,14006,location 917,2,severity_type 1,resource_type 8,feature 87,2,event_type 11
5833,8627,location 599,1,severity_type 2,resource_type 8,feature 82,34,event_type 15
5834,14012,location 466,0,severity_type 2,resource_type 2,feature 312,1,event_type 34
5835,18375,location 471,0,severity_type 2,resource_type 2,feature 232,6,event_type 34
5836,3285,location 600,2,severity_type 2,resource_type 8,feature 82,22,event_type 15
5837,11817,location 984,2,severity_type 1,resource_type 6,feature 170,2,event_type 14
5838,4155,location 466,0,severity_type 2,resource_type 2,feature 232,9,event_type 34
5839,1751,location 857,1,severity_type 1,resource_type 8,feature 68,1,event_type 11
5840,17699,location 814,0,severity_type 1,resource_type 8,feature 191,1,event_type 11
5841,16393,location 91,0,severity_type 2,resource_type 2,feature 235,72,event_type 34
5842,5732,location 1075,1,severity_type 2,resource_type 8,feature 203,3,event_type 15
5843,2907,location 2,1,severity_type 1,resource_type 10,feature 54,1,event_type 11
5844,3394,location 124,0,severity_type 2,resource_type 2,feature 235,1,event_type 35
5845,16998,location 1031,1,severity_type 1,resource_type 8,feature 54,4,event_type 11
5846,18416,location 1109,2,severity_type 1,resource_type 8,feature 68,3,event_type 13
5847,17803,location 613,1,severity_type 1,resource_type 8,feature 82,4,event_type 54
5848,17581,location 1019,2,severity_type 2,resource_type 8,feature 82,10,event_type 15
5849,2147,location 976,2,severity_type 1,resource_type 8,feature 203,8,event_type 11
5850,13444,location 649,0,severity_type 1,resource_type 2,feature 219,1,event_type 20
5851,4560,location 367,1,severity_type 2,resource_type 2,feature 227,1,event_type 34
5852,15111,location 925,2,severity_type 1,resource_type 8,feature 54,1,event_type 11
5853,13718,location 798,2,severity_type 2,resource_type 8,feature 203,25,event_type 15
5854,2199,location 161,0,severity_type 2,resource_type 2,feature 312,3,event_type 35
5855,11969,location 1082,0,severity_type 1,resource_type 8,feature 161,1,event_type 11
5856,15567,location 924,0,severity_type 2,resource_type 8,feature 68,1,event_type 11
5857,18207,location 8,1,severity_type 1,resource_type 9,feature 217,1,event_type 8
5858,15438,location 814,0,severity_type 1,resource_type 8,feature 70,4,event_type 11
5859,2792,location 619,0,severity_type 2,resource_type 8,feature 54,1,event_type 11
5860,11912,location 1049,0,severity_type 2,resource_type 8,feature 202,2,event_type 11
5861,10010,location 520,0,severity_type 2,resource_type 2,feature 232,6,event_type 34
5862,11012,location 1107,2,severity_type 2,resource_type 8,feature 80,1,event_type 15
5863,3370,location 1052,2,severity_type 1,resource_type 2,feature 80,1,event_type 15
5864,4056,location 961,1,severity_type 1,resource_type 8,feature 54,10,event_type 11
5865,12495,location 1019,0,severity_type 2,resource_type 8,feature 82,4,event_type 15
5866,10154,location 350,1,severity_type 2,resource_type 2,feature 232,1,event_type 34
5867,9843,location 133,0,severity_type 2,resource_type 2,feature 315,2,event_type 34
5868,9796,location 842,0,severity_type 1,resource_type 8,feature 171,16,event_type 11
5869,18118,location 760,0,severity_type 1,resource_type 2,feature 219,1,event_type 20
5870,18414,location 1099,0,severity_type 1,resource_type 8,feature 70,5,event_type 11
5871,7008,location 962,2,severity_type 2,resource_type 8,feature 82,58,event_type 15
5872,16423,location 885,1,severity_type 1,resource_type 8,feature 81,2,event_type 11
5873,13850,location 1054,0,severity_type 1,resource_type 8,feature 73,11,event_type 11
5874,3515,location 266,0,severity_type 1,resource_type 2,feature 220,1,event_type 35
5875,3113,location 1010,0,severity_type 2,resource_type 8,feature 73,1,event_type 11
5876,15323,location 1100,1,severity_type 2,resource_type 8,feature 203,3,event_type 15
5877,14093,location 395,0,severity_type 4,resource_type 2,feature 307,1,event_type 35
5878,4491,location 793,0,severity_type 1,resource_type 8,feature 73,11,event_type 11
5879,6128,location 891,0,severity_type 1,resource_type 8,feature 195,16,event_type 11
5880,4738,location 1033,1,severity_type 1,resource_type 8,feature 170,3,event_type 11
5881,3198,location 756,0,severity_type 1,resource_type 2,feature 54,10,event_type 54
5882,8699,location 149,0,severity_type 2,resource_type 2,feature 232,3,event_type 34
5883,341,location 122,0,severity_type 2,resource_type 2,feature 312,4,event_type 35
5884,3554,location 924,2,severity_type 1,resource_type 6,feature 273,1,event_type 14
5885,14832,location 963,0,severity_type 1,resource_type 8,feature 73,4,event_type 11
5886,11706,location 984,0,severity_type 1,resource_type 8,feature 273,1,event_type 13
5887,12216,location 102,0,severity_type 2,resource_type 2,feature 308,2,event_type 35
5888,657,location 895,1,severity_type 1,resource_type 2,feature 283,31,event_type 42
5889,11100,location 1008,1,severity_type 2,resource_type 8,feature 82,15,event_type 15
5890,13391,location 1019,2,severity_type 1,resource_type 8,feature 203,10,event_type 15
5891,4119,location 898,0,severity_type 1,resource_type 2,feature 285,188,event_type 47
5892,1389,location 87,1,severity_type 1,resource_type 9,feature 132,2,event_type 20
5893,10232,location 283,0,severity_type 1,resource_type 2,feature 301,2,event_type 35
5894,10113,location 469,0,severity_type 4,resource_type 2,feature 312,2,event_type 35
5895,8525,location 704,1,severity_type 2,resource_type 8,feature 82,8,event_type 15
5896,18143,location 465,0,severity_type 2,resource_type 2,feature 312,23,event_type 35
5897,5248,location 852,1,severity_type 1,resource_type 8,feature 45,1,event_type 11
5898,4764,location 509,0,severity_type 2,resource_type 2,feature 307,2,event_type 35
5899,9076,location 821,2,severity_type 1,resource_type 8,feature 71,1,event_type 11
5900,8106,location 1008,2,severity_type 1,resource_type 8,feature 82,48,event_type 11
5901,4694,location 759,0,severity_type 2,resource_type 8,feature 85,1,event_type 11
5902,9795,location 479,0,severity_type 2,resource_type 2,feature 314,34,event_type 34
5903,9386,location 2,0,severity_type 1,resource_type 6,feature 345,1,event_type 13
5904,3290,location 931,0,severity_type 2,resource_type 8,feature 80,1,event_type 15
5905,18385,location 294,0,severity_type 2,resource_type 2,feature 307,1,event_type 34
5906,519,location 122,0,severity_type 2,resource_type 2,feature 312,1,event_type 35
5907,7185,location 734,0,severity_type 2,resource_type 8,feature 71,3,event_type 15
5908,2465,location 1052,2,severity_type 1,resource_type 8,feature 82,24,event_type 11
5909,111,location 491,0,severity_type 2,resource_type 2,feature 307,1,event_type 34
5910,5591,location 706,1,severity_type 1,resource_type 8,feature 54,1,event_type 2
5911,3319,location 1055,0,severity_type 1,resource_type 8,feature 63,2,event_type 11
5912,7138,location 363,0,severity_type 1,resource_type 2,feature 307,1,event_type 34
5913,15978,location 475,0,severity_type 2,resource_type 2,feature 234,7,event_type 34
5914,2992,location 102,1,severity_type 2,resource_type 2,feature 235,1,event_type 35
5915,6210,location 471,0,severity_type 2,resource_type 2,feature 233,4,event_type 35
5916,17970,location 195,0,severity_type 1,resource_type 2,feature 134,1,event_type 35
5917,5242,location 468,0,severity_type 2,resource_type 2,feature 232,2,event_type 34
5918,4806,location 809,0,severity_type 1,resource_type 8,feature 193,1,event_type 11
5919,9884,location 779,2,severity_type 2,resource_type 8,feature 203,4,event_type 15
5920,16303,location 7,2,severity_type 2,resource_type 8,feature 70,4,event_type 11
5921,3011,location 601,1,severity_type 1,resource_type 8,feature 68,1,event_type 13
5922,3558,location 137,0,severity_type 2,resource_type 2,feature 312,4,event_type 34
5923,4949,location 613,1,severity_type 1,resource_type 8,feature 71,1,event_type 15
5924,827,location 167,0,severity_type 1,resource_type 2,feature 301,1,event_type 34
5925,17650,location 1033,1,severity_type 1,resource_type 8,feature 54,2,event_type 11
5926,17527,location 675,1,severity_type 1,resource_type 8,feature 205,1,event_type 11
5927,4377,location 230,0,severity_type 4,resource_type 2,feature 312,1,event_type 35
5928,2355,location 877,1,severity_type 1,resource_type 9,feature 132,2,event_type 26
5929,6175,location 816,0,severity_type 1,resource_type 2,feature 134,2,event_type 20
5930,18309,location 613,1,severity_type 1,resource_type 8,feature 71,1,event_type 15
5931,15389,location 181,0,severity_type 2,resource_type 2,feature 313,1,event_type 34
5932,12684,location 120,1,severity_type 2,resource_type 2,feature 234,1,event_type 35
5933,11976,location 1013,0,severity_type 1,resource_type 2,feature 80,2,event_type 15
5934,8452,location 823,1,severity_type 2,resource_type 8,feature 193,3,event_type 15
5935,14598,location 7,0,severity_type 1,resource_type 8,feature 191,2,event_type 11
5936,901,location 684,0,severity_type 2,resource_type 8,feature 71,1,event_type 15
5937,12074,location 734,0,severity_type 1,resource_type 8,feature 82,34,event_type 15
5938,6426,location 8,0,severity_type 1,resource_type 9,feature 132,2,event_type 29
5939,10297,location 956,2,severity_type 1,resource_type 8,feature 83,2,event_type 11
5940,16145,location 1061,2,severity_type 2,resource_type 8,feature 80,1,event_type 15
5941,1746,location 821,2,severity_type 1,resource_type 2,feature 82,26,event_type 15
5942,12450,location 763,0,severity_type 2,resource_type 8,feature 82,20,event_type 15
5943,16693,location 723,0,severity_type 2,resource_type 8,feature 170,1,event_type 11
5944,18538,location 1106,1,severity_type 1,resource_type 8,feature 86,1,event_type 11
5945,4482,location 483,0,severity_type 1,resource_type 2,feature 301,1,event_type 35
5946,13003,location 599,0,severity_type 2,resource_type 8,feature 82,53,event_type 15
5947,17757,location 984,1,severity_type 1,resource_type 8,feature 68,4,event_type 11
5948,13496,location 1071,0,severity_type 2,resource_type 8,feature 68,2,event_type 15
5949,5414,location 128,0,severity_type 2,resource_type 2,feature 233,3,event_type 34
5950,9557,location 1077,0,severity_type 2,resource_type 8,feature 73,1,event_type 11
5951,5216,location 476,0,severity_type 2,resource_type 2,feature 314,4,event_type 35
5952,18360,location 846,0,severity_type 1,resource_type 8,feature 82,10,event_type 15
5953,16207,location 249,1,severity_type 1,resource_type 2,feature 312,1,event_type 35
5954,15688,location 744,1,severity_type 1,resource_type 6,feature 54,9,event_type 11
5955,10242,location 480,0,severity_type 2,resource_type 2,feature 308,21,event_type 34
5956,1739,location 365,1,severity_type 2,resource_type 2,feature 312,2,event_type 34
5957,11928,location 1011,1,severity_type 1,resource_type 8,feature 74,1,event_type 11
5958,4115,location 471,0,severity_type 2,resource_type 2,feature 312,97,event_type 34
5959,2575,location 165,1,severity_type 2,resource_type 2,feature 307,2,event_type 35
5960,11381,location 501,0,severity_type 2,resource_type 2,feature 313,2,event_type 34
5961,6737,location 822,0,severity_type 2,resource_type 8,feature 63,2,event_type 15
5962,6406,location 808,0,severity_type 1,resource_type 8,feature 71,2,event_type 11
5963,11311,location 810,2,severity_type 1,resource_type 8,feature 172,2,event_type 11
5964,8447,location 16,0,severity_type 2,resource_type 8,feature 87,2,event_type 11
5965,16697,location 678,1,severity_type 1,resource_type 8,feature 55,8,event_type 11
5966,10964,location 118,0,severity_type 1,resource_type 2,feature 312,2,event_type 20
5967,13675,location 314,0,severity_type 2,resource_type 2,feature 160,1,event_type 35
5968,7095,location 353,0,severity_type 1,resource_type 2,feature 135,3,event_type 35
5969,9418,location 264,1,severity_type 1,resource_type 2,feature 219,2,event_type 35
5970,16949,location 1,0,severity_type 2,resource_type 8,feature 80,1,event_type 15
5971,17438,location 653,2,severity_type 1,resource_type 8,feature 203,10,event_type 15
5972,7046,location 798,1,severity_type 1,resource_type 8,feature 82,6,event_type 11
5973,7651,location 120,0,severity_type 2,resource_type 2,feature 309,1,event_type 35
5974,2190,location 734,2,severity_type 1,resource_type 8,feature 203,11,event_type 15
5975,10144,location 793,0,severity_type 2,resource_type 8,feature 73,3,event_type 11
5976,17685,location 638,1,severity_type 1,resource_type 2,feature 368,8,event_type 42
5977,17109,location 565,0,severity_type 2,resource_type 8,feature 55,2,event_type 11
5978,6239,location 356,1,severity_type 2,resource_type 2,feature 312,3,event_type 34
5979,8128,location 1076,1,severity_type 2,resource_type 8,feature 201,2,event_type 15
5980,4446,location 455,0,severity_type 2,resource_type 2,feature 312,1,event_type 35
5981,13889,location 894,0,severity_type 1,resource_type 2,feature 283,9,event_type 44
5982,14688,location 450,0,severity_type 2,resource_type 2,feature 310,2,event_type 34
5983,17585,location 734,2,severity_type 2,resource_type 8,feature 203,4,event_type 15
5984,8867,location 328,0,severity_type 2,resource_type 2,feature 233,3,event_type 34
5985,12590,location 1019,2,severity_type 1,resource_type 8,feature 203,15,event_type 15
5986,16785,location 699,1,severity_type 2,resource_type 8,feature 54,1,event_type 11
5987,8911,location 415,1,severity_type 2,resource_type 2,feature 307,1,event_type 34
5988,9346,location 245,0,severity_type 2,resource_type 2,feature 312,4,event_type 35
5989,6241,location 1052,0,severity_type 1,resource_type 8,feature 203,1,event_type 54
5990,11719,location 476,0,severity_type 2,resource_type 2,feature 313,2,event_type 34
5991,9663,location 834,1,severity_type 2,resource_type 8,feature 203,4,event_type 15
5992,8551,location 837,0,severity_type 2,resource_type 8,feature 68,2,event_type 11
5993,14928,location 931,0,severity_type 2,resource_type 8,feature 80,6,event_type 15
5994,15060,location 803,1,severity_type 1,resource_type 8,feature 170,1,event_type 11
5995,4587,location 879,0,severity_type 1,resource_type 8,feature 195,2,event_type 11
5996,6846,location 976,1,severity_type 2,resource_type 8,feature 193,3,event_type 15
5997,14207,location 1053,1,severity_type 1,resource_type 8,feature 80,8,event_type 15
5998,15709,location 378,0,severity_type 2,resource_type 2,feature 307,1,event_type 35
5999,4751,location 242,0,severity_type 2,resource_type 2,feature 234,62,event_type 35
6000,7527,location 714,0,severity_type 1,resource_type 8,feature 54,4,event_type 14
6001,2028,location 645,0,severity_type 1,resource_type 2,feature 289,1,event_type 50
6002,14721,location 155,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
6003,14727,location 91,0,severity_type 2,resource_type 2,feature 313,1,event_type 34
6004,12602,location 945,0,severity_type 1,resource_type 8,feature 49,1,event_type 11
6005,17850,location 802,0,severity_type 1,resource_type 6,feature 68,2,event_type 11
6006,9565,location 471,0,severity_type 2,resource_type 2,feature 233,6,event_type 35
6007,1941,location 808,0,severity_type 2,resource_type 8,feature 71,1,event_type 15
6008,1980,location 641,1,severity_type 1,resource_type 2,feature 291,1,event_type 42
6009,14385,location 814,0,severity_type 1,resource_type 8,feature 191,4,event_type 11
6010,17888,location 171,0,severity_type 2,resource_type 8,feature 181,1,event_type 11
6011,8668,location 767,0,severity_type 1,resource_type 8,feature 345,1,event_type 13
6012,10416,location 135,0,severity_type 2,resource_type 2,feature 233,3,event_type 34
6013,217,location 13,1,severity_type 1,resource_type 8,feature 179,2,event_type 13
6014,16794,location 651,0,severity_type 1,resource_type 2,feature 219,1,event_type 20
6015,16467,location 468,0,severity_type 2,resource_type 2,feature 312,28,event_type 34
6016,16492,location 1095,0,severity_type 2,resource_type 4,feature 68,3,event_type 11
6017,16097,location 1,0,severity_type 1,resource_type 8,feature 172,1,event_type 11
6018,924,location 734,2,severity_type 1,resource_type 8,feature 71,3,event_type 11
6019,2136,location 600,0,severity_type 1,resource_type 8,feature 82,34,event_type 11
6020,11302,location 909,0,severity_type 1,resource_type 8,feature 170,2,event_type 11
6021,4589,location 126,0,severity_type 2,resource_type 2,feature 313,6,event_type 35
6022,15142,location 442,0,severity_type 2,resource_type 2,feature 233,2,event_type 34
6023,7639,location 1069,1,severity_type 1,resource_type 8,feature 170,2,event_type 11
6024,15324,location 823,0,severity_type 2,resource_type 8,feature 193,4,event_type 15
6025,16133,location 758,1,severity_type 1,resource_type 8,feature 54,2,event_type 11
6026,5032,location 1015,1,severity_type 1,resource_type 8,feature 54,1,event_type 11
6027,17830,location 102,0,severity_type 2,resource_type 2,feature 227,1,event_type 34
6028,1789,location 103,0,severity_type 2,resource_type 2,feature 232,2,event_type 35
6029,3381,location 370,0,severity_type 4,resource_type 2,feature 313,2,event_type 35
6030,1398,location 941,0,severity_type 1,resource_type 8,feature 56,2,event_type 11
